;course;daytime/evening attendance;previous qualification (grade);displaced;tuition fees up to date;scholarship holder;curricular units 1st sem (evaluations);curricular units 1st sem (grade);unemployment rate;inflation rate;gdp;target
2108;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
2109;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
2110;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Enrolled
2111;Ciencias Agrarias;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
2112;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
2113;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
2114;Ciencias Sociales;1;Desemp. Alto;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
2115;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
2116;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
2117;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
2118;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
2119;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
2120;Ciencias de la Salud;1;Desemp. Bajo;1;0;1;IB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2121;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
2122;Ciencias Exactas;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2123;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
2124;Diseno;1;Desemp. Alto;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
2125;Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
2126;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Dropout
2127;Ciencias de la Salud;1;Desemp. Basico;1;0;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
2128;Diseno;1;Desemp. Alto;1;1;1;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
2129;Diseno;1;Desemp. Superior;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
2130;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Enrolled
2131;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
2132;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
2133;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
2134;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
2135;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2136;Diseno;1;Desemp. Basico;1;0;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
2137;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
2138;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2139;Ciencias Exactas;1;Desemp. Bajo;0;0;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
2140;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
2141;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
2142;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
2143;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Graduate
2144;Ciencias Sociales;0;Desemp. Bajo;0;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
2145;Ciencias Agrarias;1;Desemp. Basico;1;0;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Enrolled
2146;Diseno;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2147;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Alto;Graduate
2148;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
2149;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
2150;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
2151;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
2152;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2153;Ciencias Sociales;1;Desemp. Basico;0;1;0;IB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
2154;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
2155;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2156;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
2157;Ciencias de la Salud;1;Desemp. Alto;1;1;0;B;Desemp. Alto;Unemployment R. Superior;B;GDP. Bajo;Graduate
2158;Ciencias Sociales;1;Desemp. Bajo;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2159;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2160;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
2161;Diseno;1;Desemp. Basico;1;0;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2162;Ciencias Sociales;1;Desemp. Bajo;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
2163;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
2164;Ciencias Sociales;1;Desemp. Alto;1;1;0;MB;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
2165;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
2166;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
2167;Ciencias Exactas;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
2168;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
2169;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Superior;B;GDP. Bajo;Graduate
2170;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
2171;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
2172;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
2173;Ciencias de la Salud;1;Desemp. Basico;0;0;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Dropout
2174;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
2175;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2176;Diseno;1;Desemp. Alto;1;1;0;MB;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2177;Ciencias Sociales;0;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2178;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
2179;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2180;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2181;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
2182;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Alto;Unemployment R. Superior;B;GDP. Bajo;Graduate
2183;Ciencias Sociales;1;Desemp. Basico;0;1;0;IB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Dropout
2184;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
2185;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2186;Diseno;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
2187;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2188;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2189;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
2190;Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
2191;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
2192;Ciencias Agrarias;1;Desemp. Basico;0;0;0;B;Desemp. Superior;Unemployment R. Bajo;M;GDP. Alto;Dropout
2193;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Enrolled
2194;Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
2195;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
2196;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
2197;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
2198;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
2199;Ciencias de la Salud;1;Desemp. Basico;0;1;0;IB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
2200;Ciencias Sociales;0;Desemp. Basico;1;0;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
2201;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2202;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2203;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2204;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
2205;Ciencias Exactas;1;Desemp. Alto;0;1;1;B;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Enrolled
2206;Ciencias Exactas;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
2207;Ciencias Exactas;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Enrolled
2208;Ciencias Exactas;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Enrolled
2209;Ciencias Sociales;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
2210;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
2211;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2212;Ciencias Exactas;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
2213;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
2214;Ciencias Agrarias;1;Desemp. Alto;1;1;0;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
2215;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Enrolled
2216;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
2217;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
2218;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
2219;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
2220;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
2221;Ciencias de la Salud;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
2222;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
2223;Diseno;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
2224;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
2225;Ciencias Sociales;1;Desemp. Bajo;1;1;0;IB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2226;Diseno;1;Desemp. Bajo;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
2227;Ciencias Agrarias;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2228;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
2229;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
2230;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
2231;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
2232;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2233;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2234;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
2235;Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
2236;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Enrolled
2237;Ciencias Sociales;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
2238;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Enrolled
2239;Ciencias de la Salud;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Enrolled
2240;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
2241;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
2242;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
2243;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
2244;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2245;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
2246;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
2247;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
2248;Ciencias Exactas;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
2249;Ciencias Agrarias;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
2250;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
2251;Diseno;1;Desemp. Basico;1;1;0;IB;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
2252;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Dropout
2253;Ciencias Exactas;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
2254;Ciencias Exactas;0;Desemp. Basico;0;0;0;MB;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
2255;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Dropout
2256;Ciencias Exactas;1;Desemp. Basico;1;0;0;IA;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Dropout
2257;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
2258;Diseno;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
2259;Ciencias Sociales;0;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
2260;Diseno;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
2261;Ciencias Exactas;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2262;Ciencias Sociales;1;Desemp. Alto;0;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2263;Ciencias Agrarias;1;Desemp. Basico;0;0;0;B;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Dropout
2264;Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Enrolled
2265;Ciencias de la Salud;1;Desemp. Bajo;0;0;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
2266;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2267;Ciencias Exactas;1;Desemp. Bajo;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
2268;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Dropout
2269;Ciencias Exactas;0;Desemp. Bajo;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
2270;Ciencias Exactas;0;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2271;Diseno;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2272;Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
2273;Ciencias Sociales;0;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
2274;Diseno;1;Desemp. Bajo;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
2275;Ciencias Exactas;0;Desemp. Basico;0;0;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2276;Ciencias Sociales;0;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
2277;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
2278;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
2279;Ciencias Sociales;0;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Dropout
2280;Ciencias Agrarias;1;Desemp. Basico;0;1;0;A;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2281;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
2282;Ciencias Sociales;1;Desemp. Basico;0;0;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
2283;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
2284;Diseno;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
2285;Ciencias Exactas;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
2286;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2287;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
2288;Ciencias Exactas;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
2289;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
2290;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
2291;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
2292;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
2293;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
2294;Diseno;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
2295;Diseno;1;Desemp. Basico;0;1;0;B;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
2296;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
2297;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
2298;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
2299;Ciencias Sociales;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
2300;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
2301;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Enrolled
2302;Ciencias Exactas;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
2303;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
2304;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
2305;Diseno;1;Desemp. Bajo;1;1;1;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
2306;Ciencias Agrarias;1;Desemp. Basico;1;0;0;MB;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
2307;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
